time,intensity,velocity,tweet_count,weather_status
12/10/2019 4:50,211,80,3,
12/10/2019 4:55,225,80,3,
12/10/2019 5:00,239,80,3,
12/10/2019 5:05,247,79,3,
12/10/2019 5:10,251,79,3,
12/10/2019 5:15,252,79,4,
12/10/2019 5:20,241,77,5,
12/10/2019 5:25,218,77,6,
12/10/2019 5:30,203,76,8,
12/10/2019 5:35,193,75,10,
12/10/2019 5:40,194,74,12,
12/10/2019 5:45,198,75,14,
12/10/2019 5:50,199,75,16,
12/10/2019 5:55,210,76,17,
12/10/2019 6:00,223,77,17,
12/10/2019 6:05,247,78,17,
12/10/2019 6:10,281,79,16,
12/10/2019 6:15,328,79,15,
12/10/2019 6:20,380,79,14,
12/10/2019 6:25,420,78,14,
12/10/2019 6:30,447,77,13,
12/10/2019 6:35,469,76,13,
12/10/2019 6:40,480,75,11,
12/10/2019 6:45,475,76,9,
12/10/2019 6:50,470,76,8,
12/10/2019 6:55,473,77,7,
12/10/2019 7:00,483,77,5,
12/10/2019 7:05,483,77,5,
12/10/2019 7:10,468,77,5,
12/10/2019 7:15,449,77,5,
12/10/2019 7:20,447,77,4,
12/10/2019 7:25,446,77,6,
12/10/2019 7:30,459,77,11,
12/10/2019 7:35,489,76,16,
12/10/2019 7:40,527,75,20,
12/10/2019 7:45,567,74,25,
12/10/2019 7:50,599,74,30,
12/10/2019 7:55,619,74,32,
12/10/2019 8:00,633,74,32,
12/10/2019 8:05,640,75,33,
12/10/2019 8:10,666,75,33,
12/10/2019 8:15,699,76,33,
12/10/2019 8:20,724,77,32,
12/10/2019 8:25,745,77,30,
12/10/2019 8:30,769,77,30,
12/10/2019 8:35,796,77,29,
12/10/2019 8:40,827,76,28,
12/10/2019 8:45,861,76,28,
12/10/2019 8:50,888,75,29,
12/10/2019 8:55,885,75,30,
12/10/2019 9:00,876,74,31,
12/10/2019 9:05,876,74,31,
12/10/2019 9:10,865,73,32,
12/10/2019 9:15,849,73,33,
12/10/2019 9:20,851,72,35,
12/10/2019 9:25,883,71,36,
12/10/2019 9:30,945,71,38,
12/10/2019 9:35,1013,70,41,
12/10/2019 9:40,1079,70,43,
12/10/2019 9:45,1147,69,45,
12/10/2019 9:50,1220,69,48,
12/10/2019 10:00,1078,65,49,
12/10/2019 10:05,1170,64,50,
12/10/2019 10:10,1259,64,50,
12/10/2019 10:15,1344,64,50,
12/10/2019 10:20,1423,64,50,
12/10/2019 10:25,1456,64,50,
12/10/2019 10:30,1472,63,49,
12/10/2019 10:35,1501,62,49,
12/10/2019 10:40,1549,61,49,
12/10/2019 10:45,1635,58,50,
12/10/2019 10:50,1755,56,51,
12/10/2019 10:55,1842,57,51,
12/10/2019 11:00,1886,60,52,
12/10/2019 11:05,1905,62,53,
12/10/2019 11:10,1927,64,54,
12/10/2019 11:15,1937,68,54,
12/10/2019 11:20,1899,69,54,
12/10/2019 11:25,1867,68,54,
12/10/2019 11:30,1883,68,55,
12/10/2019 11:35,1893,67,55,
12/10/2019 11:40,1854,67,54,
12/10/2019 11:45,1783,67,54,
12/10/2019 11:50,1752,67,54,
12/10/2019 11:55,1740,68,55,
12/10/2019 12:00,1692,68,56,
12/10/2019 12:05,1628,69,55,
12/10/2019 12:10,1590,70,55,
12/10/2019 12:15,1591,70,55,
12/10/2019 12:20,1631,71,54,
12/10/2019 12:25,1701,71,54,
12/10/2019 12:30,1778,70,53,
12/10/2019 12:35,1856,70,54,
12/10/2019 12:40,1925,69,55,
12/10/2019 12:45,1987,69,55,
12/10/2019 12:50,2027,68,55,
12/10/2019 12:55,2063,68,56,
12/10/2019 13:00,2121,68,56,
12/10/2019 13:05,2178,68,56,
12/10/2019 13:10,2210,69,56,
12/10/2019 13:15,2236,69,57,
12/10/2019 13:20,2229,69,58,
12/10/2019 13:25,2189,68,58,
12/10/2019 13:30,2162,68,59,
12/10/2019 13:35,2158,67,59,
12/10/2019 13:40,2192,66,58,
12/10/2019 13:45,2233,66,58,
12/10/2019 13:50,2288,66,58,
12/10/2019 13:55,2372,65,58,
12/10/2019 14:00,2445,64,59,
12/10/2019 14:05,2485,63,59,
12/10/2019 14:10,2494,61,61,
12/10/2019 14:15,2478,61,61,
12/10/2019 14:20,2428,60,62,
12/10/2019 14:25,2307,61,62,
12/10/2019 14:30,2130,62,62,
12/10/2019 14:35,1964,65,61,
12/10/2019 14:40,1815,68,60,
12/10/2019 14:45,1673,69,59,
12/10/2019 14:50,1539,70,59,
12/10/2019 14:55,1463,71,59,
12/10/2019 15:00,1455,71,59,
12/10/2019 15:05,1464,71,59,
12/10/2019 15:10,1456,71,59,
12/10/2019 15:15,1421,71,59,
12/10/2019 15:20,1380,71,59,
12/10/2019 15:25,1350,70,59,
12/10/2019 15:30,1329,70,59,
12/10/2019 15:35,1292,70,58,
12/10/2019 15:40,1215,71,58,
12/10/2019 15:45,1129,72,57,
12/10/2019 15:50,1082,72,56,
12/10/2019 15:55,1070,73,56,
12/10/2019 16:00,1063,73,56,
12/10/2019 16:05,1102,72,55,
12/10/2019 16:10,1147,71,55,
12/10/2019 16:15,1208,70,55,
12/10/2019 16:20,1281,69,55,
13/10/2019 2:30,498,79,14,
13/10/2019 2:35,443,79,13,
13/10/2019 2:40,394,78,12,
13/10/2019 2:45,346,78,12,
13/10/2019 2:50,297,78,11,
13/10/2019 2:55,266,77,11,
13/10/2019 3:00,248,75,11,
13/10/2019 3:05,247,75,12,
13/10/2019 3:10,249,74,13,
13/10/2019 3:15,244,73,13,
13/10/2019 3:20,241,72,13,
13/10/2019 3:25,247,72,13,
13/10/2019 3:30,260,73,12,
13/10/2019 3:35,278,74,12,
13/10/2019 3:40,306,75,11,
13/10/2019 3:45,350,75,10,
13/10/2019 3:50,396,76,10,
13/10/2019 3:55,424,75,9,
13/10/2019 4:00,437,74,8,
13/10/2019 4:05,426,74,6,
13/10/2019 4:10,390,73,6,
13/10/2019 4:15,353,72,5,
13/10/2019 4:20,313,72,4,
13/10/2019 4:25,272,71,3,
14/10/2019 2:05,50,82,18,
14/10/2019 2:10,73,82,17,
14/10/2019 2:15,98,82,16,
14/10/2019 2:20,124,82,15,
14/10/2019 2:25,150,81,14,
14/10/2019 2:30,180,80,14,
14/10/2019 2:35,203,79,13,
14/10/2019 2:40,219,78,13,
14/10/2019 2:45,231,77,13,
14/10/2019 2:50,243,76,12,
14/10/2019 2:55,238,76,12,
14/10/2019 3:00,222,76,12,
14/10/2019 3:05,214,76,13,
14/10/2019 3:10,208,76,13,
14/10/2019 3:15,193,77,13,
14/10/2019 3:20,178,78,13,
14/10/2019 3:25,175,78,12,
14/10/2019 3:30,178,79,12,
14/10/2019 3:35,173,79,12,
14/10/2019 3:40,169,78,11,
14/10/2019 3:45,166,77,11,
14/10/2019 3:50,161,75,10,
14/10/2019 3:55,159,74,9,
14/10/2019 4:00,163,72,8,
14/10/2019 4:05,162,70,7,
14/10/2019 4:10,151,70,7,
14/10/2019 4:15,138,70,6,
14/10/2019 4:20,137,71,5,
14/10/2019 4:25,135,72,5,
14/10/2019 4:30,128,73,4,
14/10/2019 4:35,127,73,4,
14/10/2019 4:40,135,74,4,
14/10/2019 4:45,139,74,4,
14/10/2019 4:50,135,75,4,
14/10/2019 4:55,131,76,3,
14/10/2019 5:00,143,77,3,
14/10/2019 5:05,160,77,3,
14/10/2019 5:10,177,77,3,
14/10/2019 5:15,205,76,4,
14/10/2019 5:20,243,75,5,
14/10/2019 5:25,287,75,6,
14/10/2019 5:30,329,76,7,
14/10/2019 5:35,359,76,9,
14/10/2019 5:40,366,77,11,
14/10/2019 5:45,367,79,13,
14/10/2019 5:50,380,80,15,
14/10/2019 5:55,401,81,16,
14/10/2019 6:00,426,82,18,
14/10/2019 6:05,479,82,18,
14/10/2019 6:10,576,82,17,
14/10/2019 6:15,680,81,17,
14/10/2019 6:20,778,80,16,
14/10/2019 6:25,866,79,16,
14/10/2019 6:30,961,77,16,
14/10/2019 6:35,1055,76,17,
14/10/2019 6:40,1148,75,18,
14/10/2019 6:45,1252,74,20,
14/10/2019 6:50,1355,73,22,
14/10/2019 6:55,1459,72,24,
14/10/2019 7:00,1562,71,26,
22/10/2019 7:50,1989,62,40,
22/10/2019 7:55,1826,62,38,
22/10/2019 8:00,1666,63,37,
22/10/2019 8:05,1508,63,35,
22/10/2019 8:10,1361,64,34,
22/10/2019 8:15,1318,64,35,
22/10/2019 8:20,1341,64,36,
22/10/2019 8:25,1372,64,38,
22/10/2019 8:30,1417,64,41,
22/10/2019 8:35,1472,65,43,
22/10/2019 8:40,1546,65,45,
22/10/2019 8:45,1576,66,46,
22/10/2019 8:50,1585,67,46,
22/10/2019 8:55,1623,67,46,
22/10/2019 9:00,1687,66,45,
22/10/2019 9:05,1751,66,44,
22/10/2019 9:10,1816,65,42,
22/10/2019 9:15,1891,65,41,
22/10/2019 9:20,1969,64,40,
22/10/2019 9:25,2023,64,40,
22/10/2019 9:30,2032,64,43,
22/10/2019 9:35,2024,64,46,
22/10/2019 9:40,2003,64,49,
22/10/2019 9:45,1995,64,52,
22/10/2019 9:50,1990,65,54,
22/10/2019 9:55,1970,65,55,
22/10/2019 10:00,1945,66,56,
22/10/2019 10:05,1929,67,57,
22/10/2019 10:10,1926,67,55,
22/10/2019 10:15,1903,67,53,
22/10/2019 10:20,1837,68,52,
22/10/2019 10:25,1788,68,51,
22/10/2019 10:30,1774,68,50,
22/10/2019 10:35,1785,69,50,
22/10/2019 10:40,1813,69,50,
22/10/2019 10:45,1829,69,50,
22/10/2019 10:50,1851,69,49,
22/10/2019 10:55,1881,68,49,
22/10/2019 11:00,1895,68,49,
22/10/2019 11:05,1873,68,48,
22/10/2019 11:10,1821,68,48,
22/10/2019 11:15,1799,68,49,
22/10/2019 11:20,1822,68,50,
22/10/2019 11:25,1823,68,51,
22/10/2019 11:30,1804,68,52,
22/10/2019 11:35,1810,68,53,
22/10/2019 11:40,1849,68,54,
22/10/2019 11:45,1867,68,54,
22/10/2019 11:50,1850,68,56,
22/10/2019 11:55,1842,68,56,
22/10/2019 12:00,1865,67,55,
22/10/2019 12:05,1915,67,55,
22/10/2019 12:10,1973,66,56,
22/10/2019 12:15,2044,65,55,
22/10/2019 12:20,2108,65,55,
22/10/2019 12:25,2167,64,55,
22/10/2019 12:30,2220,64,55,
22/10/2019 12:35,2230,65,55,
22/10/2019 12:40,2199,65,55,
22/10/2019 12:45,2174,66,55,
22/10/2019 12:50,2168,66,54,
22/10/2019 12:55,2164,66,54,
22/10/2019 13:00,2140,66,54,
22/10/2019 13:05,2101,65,54,
22/10/2019 13:10,2063,65,53,
22/10/2019 13:15,2009,64,54,
22/10/2019 13:20,1938,64,55,
22/10/2019 13:25,1880,64,56,
22/10/2019 13:30,1875,63,58,
22/10/2019 13:35,1936,62,60,
22/10/2019 13:40,2026,61,62,
22/10/2019 13:45,2113,61,63,
22/10/2019 13:50,2199,60,64,
22/10/2019 13:55,2293,59,65,
22/10/2019 14:00,2388,58,66,
22/10/2019 14:10,2338,60,56,
22/10/2019 14:15,2250,61,57,
22/10/2019 14:20,2157,62,58,
22/10/2019 14:25,2063,63,59,
22/10/2019 14:30,1975,64,60,
22/10/2019 14:35,1922,64,61,
22/10/2019 14:40,1900,64,62,
22/10/2019 14:45,1881,64,64,
22/10/2019 14:50,1882,63,65,
22/10/2019 14:55,1909,62,65,
22/10/2019 15:00,1942,62,65,
22/10/2019 15:05,1933,63,64,
22/10/2019 15:10,1907,63,63,
22/10/2019 15:15,1892,63,62,
22/10/2019 15:20,1883,64,61,
22/10/2019 15:25,1889,64,61,
22/10/2019 15:30,1924,64,60,
22/10/2019 15:35,1987,65,60,
22/10/2019 15:40,2062,65,59,
22/10/2019 15:45,2135,65,59,
22/10/2019 15:50,2198,65,59,
22/10/2019 15:55,2244,64,58,
22/10/2019 16:00,2264,63,57,
22/10/2019 16:05,2284,62,55,
22/10/2019 16:10,2300,60,54,
22/10/2019 16:15,2316,59,53,
22/10/2019 16:20,2341,58,53,
22/10/2019 16:25,2371,57,54,
22/10/2019 16:30,2392,55,55,
22/10/2019 16:35,2393,54,56,
22/10/2019 16:40,2364,54,57,
22/10/2019 16:45,2312,54,57,
22/10/2019 16:50,2229,53,58,
22/10/2019 16:55,2126,52,58,
22/10/2019 17:00,2038,52,59,
22/10/2019 17:05,1967,51,59,
22/10/2019 17:10,1911,50,59,
22/10/2019 17:15,1879,48,58,
22/10/2019 17:20,1863,47,57,
22/10/2019 17:25,1844,46,56,
22/10/2019 17:30,1791,45,56,
22/10/2019 17:35,1703,44,56,
22/10/2019 17:40,1601,42,57,
22/10/2019 17:45,1494,40,58,
22/10/2019 17:50,1381,38,59,
22/10/2019 17:55,1279,37,60,
22/10/2019 18:00,1197,35,61,
22/10/2019 18:05,1143,34,61,
22/10/2019 18:10,1094,34,62,
22/10/2019 18:15,1049,33,62,
22/10/2019 18:20,1008,32,62,
22/10/2019 21:10,1765,64,70,
22/10/2019 21:15,1678,65,70,
22/10/2019 21:20,1589,65,69,
22/10/2019 21:25,1498,66,68,
22/10/2019 21:30,1404,67,68,
22/10/2019 21:35,1305,67,68,
22/10/2019 21:40,1224,68,69,
22/10/2019 21:45,1168,68,70,
22/10/2019 21:50,1132,68,72,
22/10/2019 21:55,1119,68,74,
22/10/2019 22:00,1123,68,76,
22/10/2019 22:05,1146,68,77,
22/10/2019 22:10,1157,68,78,
22/10/2019 22:15,1134,68,79,
22/10/2019 22:20,1077,68,80,
22/10/2019 22:25,1029,69,80,
22/10/2019 22:30,985,69,81,
22/10/2019 22:35,927,70,81,
22/10/2019 22:40,882,71,80,
22/10/2019 22:45,881,71,80,
22/10/2019 22:50,922,71,80,
22/10/2019 22:55,967,71,80,
22/10/2019 23:00,1004,71,81,
22/10/2019 23:05,1015,71,82,
22/10/2019 23:10,1020,70,83,
22/10/2019 23:15,1025,69,83,
22/10/2019 23:20,1026,68,84,
23/10/2019 1:05,140,73,36,
23/10/2019 1:10,142,74,36,
23/10/2019 1:15,147,75,35,
23/10/2019 1:20,154,75,35,
23/10/2019 1:25,160,76,34,
23/10/2019 1:30,182,77,34,
23/10/2019 1:35,218,77,34,
23/10/2019 1:40,252,78,34,
23/10/2019 1:45,272,78,34,
23/10/2019 1:50,276,79,33,
23/10/2019 1:55,266,79,31,
23/10/2019 2:00,245,79,28,
23/10/2019 2:05,217,77,25,
23/10/2019 2:10,193,75,22,
23/10/2019 2:15,185,73,19,
23/10/2019 2:20,180,71,17,
23/10/2019 2:25,173,71,15,
23/10/2019 2:30,166,71,14,
23/10/2019 2:35,161,71,13,
23/10/2019 2:40,153,73,12,
23/10/2019 2:45,151,74,12,
23/10/2019 2:50,150,75,12,
23/10/2019 2:55,155,76,12,
23/10/2019 3:00,161,77,12,
23/10/2019 3:05,163,77,12,
23/10/2019 3:10,163,78,12,
23/10/2019 3:15,159,77,12,
23/10/2019 3:20,152,77,11,
23/10/2019 3:25,143,76,11,
23/10/2019 3:30,135,76,11,
23/10/2019 3:35,138,75,10,
23/10/2019 3:40,151,76,10,
23/10/2019 3:45,162,76,9,
23/10/2019 3:50,176,77,8,
23/10/2019 3:55,191,78,7,
23/10/2019 4:00,200,78,6,
23/10/2019 4:05,194,79,5,
23/10/2019 4:10,171,79,5,
23/10/2019 4:15,146,79,5,
23/10/2019 4:20,128,78,5,
23/10/2019 4:25,112,77,5,
23/10/2019 4:30,103,76,4,
23/10/2019 4:35,104,75,4,
23/10/2019 4:40,112,75,4,
23/10/2019 4:45,119,75,3,
23/10/2019 4:50,127,75,3,
23/10/2019 4:55,146,75,3,
23/10/2019 5:00,169,75,3,
23/10/2019 5:05,188,74,3,
23/10/2019 5:10,207,73,3,
23/10/2019 5:15,235,72,4,
23/10/2019 5:20,264,71,5,
23/10/2019 5:25,279,70,6,
23/10/2019 5:30,298,70,8,
23/10/2019 5:35,323,70,10,
23/10/2019 5:40,348,70,13,
23/10/2019 5:45,371,70,15,
23/10/2019 5:50,403,71,17,
23/10/2019 5:55,443,71,18,
23/10/2019 6:00,508,72,19,
23/10/2019 6:05,590,72,19,
23/10/2019 6:10,686,73,18,
23/10/2019 6:15,793,73,17,
23/10/2019 6:20,917,74,17,
23/10/2019 6:25,1049,74,18,
23/10/2019 6:30,1176,73,19,
23/10/2019 6:35,1287,72,21,
23/10/2019 6:40,1391,71,22,
23/10/2019 6:45,1475,69,24,
23/10/2019 6:50,1529,67,25,
23/10/2019 6:55,1564,66,26,
23/10/2019 7:00,1587,64,27,
23/10/2019 7:05,1592,64,27,
23/10/2019 7:10,1589,64,28,
23/10/2019 7:15,1579,63,29,
23/10/2019 7:20,1562,63,30,
23/10/2019 7:25,1529,62,31,
23/10/2019 7:30,1493,62,33,
23/10/2019 7:35,1489,62,35,
23/10/2019 7:40,1487,61,37,
23/10/2019 7:45,1459,61,38,
23/10/2019 7:50,1429,61,39,
23/10/2019 7:55,1419,61,39,
23/10/2019 8:00,1395,61,39,
23/10/2019 8:05,1346,61,38,
23/10/2019 8:10,1310,60,40,
23/10/2019 8:15,1312,60,41,
23/10/2019 8:20,1341,59,43,
23/10/2019 8:25,1362,58,44,
23/10/2019 8:30,1364,58,45,
23/10/2019 8:35,1356,58,46,
23/10/2019 8:40,1334,59,46,
23/10/2019 8:45,1300,61,46,
23/10/2019 8:50,1256,63,45,
23/10/2019 8:55,1221,65,45,
23/10/2019 9:00,1218,66,45,
23/10/2019 9:05,1223,67,46,
23/10/2019 9:10,1210,67,46,
23/10/2019 9:15,1181,67,46,
23/10/2019 9:20,1139,67,47,
23/10/2019 9:25,1102,66,47,
23/10/2019 9:30,1082,66,47,
23/10/2019 9:35,1085,65,47,
23/10/2019 9:40,1118,65,48,
23/10/2019 9:45,1183,64,49,
23/10/2019 9:50,1274,63,49,
23/10/2019 9:55,1391,62,49,
23/10/2019 10:00,1522,62,49,
23/10/2019 10:05,1639,61,49,
23/10/2019 10:10,1731,60,49,
23/10/2019 10:15,1794,60,50,
23/10/2019 10:20,1822,60,50,
23/10/2019 10:25,1825,60,50,
23/10/2019 10:30,1803,60,51,
23/10/2019 10:35,1785,61,51,
23/10/2019 10:40,1783,61,50,
23/10/2019 10:45,1780,62,50,
23/10/2019 10:50,1761,63,50,
23/10/2019 10:55,1757,64,51,
23/10/2019 11:00,1768,64,51,
23/10/2019 11:05,1772,64,51,
23/10/2019 11:10,1773,63,51,
23/10/2019 11:15,1805,63,52,
23/10/2019 11:20,1865,63,52,
23/10/2019 11:25,1893,63,52,
23/10/2019 11:30,1902,64,52,
23/10/2019 11:35,1917,64,53,
23/10/2019 11:40,1945,64,52,
23/10/2019 11:45,1951,65,52,
23/10/2019 11:50,1932,65,52,
23/10/2019 11:55,1899,65,52,
23/10/2019 12:00,1845,65,53,
23/10/2019 12:05,1796,64,54,
23/10/2019 12:10,1730,64,55,
23/10/2019 12:15,1682,64,57,
23/10/2019 12:20,1673,64,57,
23/10/2019 12:25,1706,63,58,
23/10/2019 12:30,1767,63,58,
23/10/2019 12:35,1807,64,58,
23/10/2019 12:40,1834,64,58,
23/10/2019 12:45,1828,64,59,
23/10/2019 12:50,1826,64,59,
23/10/2019 12:55,1835,65,59,
23/10/2019 13:00,1848,64,60,
23/10/2019 13:05,1877,63,60,
23/10/2019 13:10,1910,62,59,
23/10/2019 13:15,1913,62,58,
23/10/2019 13:20,1909,62,58,
23/10/2019 13:25,1902,63,59,
23/10/2019 13:30,1905,63,59,
23/10/2019 13:35,1936,64,59,
23/10/2019 13:40,2029,63,59,
23/10/2019 13:45,2130,63,59,
23/10/2019 13:50,2177,61,59,
23/10/2019 13:55,2213,60,58,
23/10/2019 14:00,2244,59,57,
23/10/2019 14:05,2222,57,56,
23/10/2019 14:10,2178,56,56,
23/10/2019 14:15,2160,55,57,
23/10/2019 14:20,2172,55,56,
23/10/2019 14:25,2208,55,56,
23/10/2019 14:30,2257,56,57,
23/10/2019 14:35,2287,58,58,
23/10/2019 14:40,2279,59,59,
23/10/2019 14:45,2268,61,60,
23/10/2019 14:50,2252,62,61,
23/10/2019 14:55,2240,62,63,
23/10/2019 15:00,2202,61,64,
23/10/2019 15:05,2135,60,64,
23/10/2019 15:10,2098,59,64,
23/10/2019 15:15,2084,58,63,
23/10/2019 15:20,2087,59,63,
23/10/2019 15:25,2108,59,62,
23/10/2019 15:30,2138,60,61,
23/10/2019 15:35,2178,61,60,
23/10/2019 15:40,2206,63,60,
23/10/2019 15:45,2215,63,60,
23/10/2019 15:50,2227,63,60,
23/10/2019 15:55,2236,63,61,
23/10/2019 16:00,2246,62,62,
23/10/2019 16:05,2239,60,63,
23/10/2019 16:10,2232,58,63,
23/10/2019 16:15,2240,54,63,
23/10/2019 16:20,2241,51,62,
23/10/2019 16:25,2234,49,60,
23/10/2019 16:30,2237,47,57,
23/10/2019 16:35,2222,47,55,
23/10/2019 16:40,2212,47,55,
23/10/2019 16:45,2205,48,55,
23/10/2019 16:50,2170,49,55,
23/10/2019 16:55,2106,50,56,
23/10/2019 17:00,2040,49,57,
23/10/2019 17:05,1990,48,57,
23/10/2019 17:10,1937,45,57,
23/10/2019 17:15,1912,43,57,
23/10/2019 17:20,1906,42,56,
23/10/2019 17:25,1914,40,55,
23/10/2019 17:30,1935,39,53,
23/10/2019 17:35,1963,39,53,
23/10/2019 17:40,1988,39,53,
23/10/2019 17:45,2012,40,53,
23/10/2019 17:50,2016,41,55,
23/10/2019 17:55,2006,42,56,
23/10/2019 18:00,1993,43,57,
23/10/2019 18:05,1969,44,59,
23/10/2019 18:10,1919,45,59,
23/10/2019 18:15,1867,45,59,
23/10/2019 18:20,1831,45,59,
23/10/2019 18:25,1803,46,59,
23/10/2019 18:30,1787,45,58,
23/10/2019 18:35,1783,45,57,
23/10/2019 18:40,1797,47,55,
23/10/2019 18:45,1823,49,53,
23/10/2019 18:50,1849,51,52,
23/10/2019 18:55,1876,53,52,
23/10/2019 19:00,1913,54,53,
23/10/2019 19:05,1942,55,55,
23/10/2019 19:10,1957,54,56,
23/10/2019 19:15,1957,52,57,
23/10/2019 19:20,1955,51,57,
23/10/2019 19:25,1944,50,57,
23/10/2019 19:30,1921,49,56,
23/10/2019 19:35,1906,49,57,
23/10/2019 19:40,1923,51,59,
23/10/2019 19:45,1971,53,61,
23/10/2019 19:50,2015,55,64,
23/10/2019 19:55,2061,57,66,
23/10/2019 20:00,2112,59,69,
26/10/2019 8:20,897,70,28,
26/10/2019 8:25,931,70,27,
26/10/2019 8:30,968,70,26,
26/10/2019 8:35,1009,71,25,
26/10/2019 8:40,1056,71,24,
26/10/2019 8:45,1075,72,24,
26/10/2019 8:50,1068,73,24,
26/10/2019 8:55,1073,74,25,
26/10/2019 9:00,1083,74,26,
26/10/2019 9:05,1088,74,27,
26/10/2019 9:10,1111,74,28,
26/10/2019 9:15,1162,74,29,
26/10/2019 9:20,1215,73,29,
26/10/2019 9:25,1268,73,30,
26/10/2019 9:30,1340,73,32,
26/10/2019 9:35,1407,72,35,
26/10/2019 9:40,1433,72,37,
26/10/2019 9:45,1434,71,40,
26/10/2019 9:50,1429,70,43,
26/10/2019 9:55,1404,70,45,
26/10/2019 10:00,1357,70,47,
26/10/2019 10:05,1322,70,47,
26/10/2019 10:10,1331,70,47,
26/10/2019 10:15,1392,70,48,
26/10/2019 10:20,1520,69,49,
26/10/2019 10:25,1694,69,50,
26/10/2019 10:30,1848,68,49,
26/10/2019 10:35,1945,68,49,
26/10/2019 10:40,1990,68,48,
26/10/2019 10:45,2011,68,47,
26/10/2019 10:50,2009,69,46,
26/10/2019 10:55,1966,70,46,
26/10/2019 11:00,1920,70,47,
26/10/2019 11:05,1894,71,48,
26/10/2019 11:10,1892,71,50,
26/10/2019 11:15,1877,71,51,
26/10/2019 11:20,1854,71,53,
26/10/2019 11:25,1852,70,55,
26/10/2019 11:30,1894,70,56,
26/10/2019 11:35,1957,69,57,
26/10/2019 11:40,2012,69,58,
26/10/2019 11:45,2051,68,58,
26/10/2019 11:50,2099,68,58,
26/10/2019 11:55,2110,68,57,
26/10/2019 12:00,2076,68,56,
26/10/2019 12:05,2027,68,56,
26/10/2019 12:10,1980,68,57,
26/10/2019 12:15,1956,68,58,
26/10/2019 12:20,1958,68,59,
26/10/2019 12:25,1978,68,58,
26/10/2019 12:30,2013,68,57,
26/10/2019 12:35,2036,68,56,
26/10/2019 12:40,2076,67,56,
26/10/2019 12:45,2137,67,58,
26/10/2019 12:50,2162,66,60,
26/10/2019 12:55,2147,66,61,
26/10/2019 13:00,2139,66,61,
26/10/2019 13:05,2155,65,61,
26/10/2019 13:10,2189,65,60,
26/10/2019 13:15,2225,65,58,
26/10/2019 13:20,2266,64,57,
26/10/2019 13:25,2297,63,59,
26/10/2019 13:30,2287,62,60,
26/10/2019 13:35,2236,62,59,
26/10/2019 13:40,2179,62,59,
26/10/2019 13:45,2112,62,57,
26/10/2019 13:50,2058,62,54,
26/10/2019 13:55,2055,61,52,
26/10/2019 14:00,2113,60,52,
26/10/2019 14:05,2173,58,52,
26/10/2019 14:10,2203,56,53,
26/10/2019 14:15,2219,56,55,
26/10/2019 14:20,2243,57,56,
26/10/2019 14:25,2241,58,57,
26/10/2019 14:30,2159,58,58,
26/10/2019 14:35,2044,60,58,
26/10/2019 14:40,1970,63,59,
26/10/2019 14:45,1896,65,60,
26/10/2019 14:50,1791,66,62,
26/10/2019 14:55,1703,67,63,
26/10/2019 15:00,1683,67,64,
26/10/2019 15:05,1672,67,64,
26/10/2019 15:10,1626,68,64,
26/10/2019 15:15,1541,68,63,
26/10/2019 15:20,1465,69,61,
26/10/2019 15:25,1414,70,60,
26/10/2019 15:30,1364,71,58,
26/10/2019 15:35,1329,71,58,
26/10/2019 15:40,1319,71,57,
26/10/2019 15:45,1338,71,57,
26/10/2019 15:50,1373,71,57,
26/10/2019 15:55,1393,71,58,
26/10/2019 16:00,1416,70,59,
26/10/2019 16:05,1441,70,60,
26/10/2019 16:10,1447,70,60,
26/10/2019 16:15,1445,69,60,
26/10/2019 16:20,1449,70,58,
26/10/2019 16:25,1462,70,56,
26/10/2019 16:30,1466,70,54,
26/10/2019 16:35,1452,70,53,
26/10/2019 16:40,1460,70,53,
26/10/2019 16:45,1485,70,53,
26/10/2019 16:50,1502,70,54,
26/10/2019 16:55,1520,70,54,
26/10/2019 17:00,1567,69,54,
26/10/2019 17:05,1628,69,53,
26/10/2019 17:10,1650,68,52,
26/10/2019 17:15,1642,68,52,
26/10/2019 17:20,1656,68,52,
26/10/2019 17:25,1674,69,51,
26/10/2019 17:30,1669,69,51,
26/10/2019 17:35,1681,69,52,
26/10/2019 17:40,1736,69,52,
26/10/2019 17:45,1809,68,52,
26/10/2019 17:50,1858,67,52,
26/10/2019 17:55,1886,67,52,
26/10/2019 18:00,1917,67,51,
26/10/2019 18:05,1949,67,50,
26/10/2019 18:10,1969,67,47,
26/10/2019 18:15,1970,67,45,
26/10/2019 18:20,1952,66,44,
26/10/2019 18:25,1939,66,43,
26/10/2019 18:30,1931,65,43,
26/10/2019 18:35,1927,65,45,
26/10/2019 18:40,1951,65,48,
26/10/2019 18:45,2041,65,51,
26/10/2019 18:50,2138,65,53,
26/10/2019 18:55,2190,65,53,
26/10/2019 19:00,2221,65,54,
26/10/2019 19:05,2254,64,54,
26/10/2019 19:10,2266,63,54,
26/10/2019 19:15,2238,62,54,
26/10/2019 19:20,2232,62,54,
26/10/2019 19:25,2260,61,55,
26/10/2019 19:30,2314,61,57,
26/10/2019 19:35,2364,61,57,
26/10/2019 19:40,2389,61,58,
26/10/2019 19:45,2399,61,59,
26/10/2019 19:50,2420,61,62,
26/10/2019 19:55,2420,60,64,
26/10/2019 20:00,2398,59,66,
26/10/2019 20:05,2355,58,67,
26/10/2019 20:10,2295,58,68,
